student_id,screen_time_log,trigger_event,emotion_journal,app_category_usage,parent_warning_ignored,used_focus_mode,screen_breaks_taken,reward_unlocked
f675a7aa-f32b-47e7-8160-c3eaf6530e0e,"[8, 6, 6, 3, 35, 27, 52, 43, 51, 52, 22, 4, 8, 20, 52, 1, 60, 52, 25, 49, 56, 45, 2, 49, 43, 49, 22, 34, 5, 53, 25, 60, 8, 36, 50, 43, 57, 9, 38, 55, 59, 48, 19, 46, 24, 50, 26, 9, 20, 2, 7, 59, 39, 49, 45, 51, 5, 36, 47, 25, 60, 12, 18, 40, 44, 54, 34, 47, 7, 38, 47, 39, 8, 51, 9, 32, 21, 17, 49, 27, 41, 59, 41, 49, 26, 10, 44, 54, 34, 20, 0, 1, 8, 22, 20, 13, 54, 57, 45, 17, 11, 29, 8, 59, 22, 22, 45, 27, 57, 42, 37, 31, 0, 11, 45, 37, 52, 4, 32, 9, 11, 9, 10, 3, 29, 1, 9, 44, 58, 30, 17, 55, 25, 17, 17, 2, 45, 38, 28, 43, 34, 4, 54, 55, 53, 33, 15, 30, 26, 38, 54, 39, 14, 37, 56, 36, 43, 48, 14, 31, 28, 8, 40, 29, 0, 58, 33, 37]",None,I'm bored and don't know what to do.,"{'Entertainment': 157, 'Education': 149, 'Social Media': 34, 'Others': 76}",False,False,5,True
48a610e0-94c4-4cf6-b266-21877c21991f,"[31, 25, 4, 15, 13, 43, 26, 52, 54, 47, 60, 23, 8, 31, 5, 20, 12, 7, 53, 24, 5, 26, 11, 3, 56, 41, 42, 44, 0, 21, 23, 50, 60, 37, 13, 38, 54, 34, 32, 51, 29, 51, 12, 43, 1, 50, 45, 53, 15, 30, 7, 12, 5, 29, 50, 31, 20, 20, 37, 55, 23, 49, 41, 8, 51, 7, 42, 5, 51, 49, 29, 4, 10, 6, 48, 6, 2, 13, 12, 36, 24, 48, 2, 60, 4, 49, 24, 54, 26, 50, 31, 22, 19, 54, 54, 41, 4, 23, 6, 23, 36, 7, 45, 47, 27, 48, 18, 14, 38, 22, 21, 20, 21, 27, 11, 16, 8, 43, 5, 58, 52, 54, 29, 41, 29, 2, 7, 17, 29, 48, 22, 11, 9, 3, 28, 2, 0, 57, 50, 28, 16, 55, 59, 53, 58, 45, 51, 34, 38, 41, 5, 27, 36, 9, 0, 15, 26, 58, 33, 23, 16, 23, 31, 17, 37, 50, 29, 20]",Fight with friend,Excited for the weekend.,"{'Entertainment': 130, 'Education': 136, 'Social Media': 74, 'Others': 114}",True,False,2,True
2f6e8006-914a-4f6c-9646-ec7468e4cead,"[21, 26, 11, 45, 43, 46, 34, 1, 26, 16, 2, 51, 42, 39, 31, 54, 15, 18, 2, 1, 47, 56, 59, 30, 11, 11, 21, 41, 13, 16, 28, 42, 12, 32, 50, 51, 49, 32, 56, 6, 40, 8, 38, 45, 37, 59, 3, 50, 8, 18, 31, 32, 8, 34, 40, 36, 41, 42, 23, 45, 55, 10, 30, 7, 35, 14, 33, 56, 49, 12, 4, 27, 3, 7, 52, 49, 58, 58, 58, 51, 15, 0, 49, 24, 49, 13, 36, 37, 5, 29, 58, 34, 17, 36, 49, 5, 14, 60, 2, 2, 34, 32, 17, 58, 52, 2, 14, 21, 11, 26, 7, 1, 18, 33, 60, 58, 13, 60, 59, 40, 51, 27, 0, 1, 18, 13, 50, 33, 38, 15, 57, 26, 21, 9, 35, 44, 41, 26, 13, 6, 0, 51, 29, 54, 45, 6, 13, 3, 22, 53, 59, 13, 55, 56, 18, 2, 31, 36, 15, 57, 11, 3, 1, 53, 27, 22, 24, 10]",Boredom,I am happy today!,"{'Entertainment': 107, 'Education': 170, 'Social Media': 126, 'Others': 67}",False,False,5,False
1c9d4c77-7936-49a1-8171-341fb875a32d,"[28, 4, 57, 15, 26, 32, 22, 47, 19, 40, 14, 13, 12, 0, 6, 10, 51, 31, 44, 10, 15, 28, 37, 60, 39, 4, 54, 36, 38, 12, 9, 53, 0, 7, 60, 32, 31, 34, 31, 24, 40, 41, 49, 39, 32, 8, 20, 34, 49, 51, 1, 52, 11, 50, 25, 47, 44, 8, 23, 10, 40, 37, 43, 7, 23, 13, 53, 49, 27, 54, 17, 6, 27, 51, 39, 45, 41, 38, 37, 12, 26, 59, 28, 0, 45, 37, 20, 1, 44, 22, 23, 14, 9, 46, 26, 17, 19, 40, 38, 50, 24, 26, 37, 30, 34, 36, 46, 38, 28, 31, 21, 30, 36, 37, 2, 4, 34, 5, 19, 30, 14, 10, 13, 10, 4, 6, 31, 38, 23, 6, 23, 54, 47, 54, 25, 51, 18, 29, 30, 7, 15, 36, 27, 51, 24, 13, 49, 0, 44, 5, 28, 42, 34, 11, 13, 7, 37, 47, 14, 9, 16, 46, 38, 59, 53, 42, 30, 53]",Parental warning,I feel stressed after the test.,"{'Entertainment': 175, 'Education': 88, 'Social Media': 11, 'Others': 147}",True,False,2,True
5524a1ed-e9dd-49f8-aa9c-ce3e378a78a9,"[5, 26, 56, 36, 47, 9, 55, 32, 6, 33, 46, 25, 12, 43, 14, 50, 2, 4, 31, 20, 7, 35, 17, 16, 19, 47, 45, 30, 15, 8, 26, 23, 11, 24, 56, 33, 23, 53, 47, 1, 29, 36, 28, 32, 47, 32, 22, 0, 1, 39, 37, 50, 50, 30, 42, 11, 12, 32, 40, 35, 3, 28, 49, 59, 51, 22, 17, 48, 22, 57, 53, 44, 6, 29, 40, 15, 46, 27, 1, 40, 24, 1, 27, 19, 25, 1, 15, 33, 11, 34, 14, 17, 37, 15, 32, 1, 39, 33, 31, 40, 28, 10, 52, 20, 5, 10, 4, 18, 59, 6, 42, 55, 56, 26, 28, 9, 28, 15, 17, 12, 28, 4, 23, 1, 57, 3, 41, 14, 20, 21, 2, 30, 57, 12, 28, 23, 19, 15, 51, 51, 16, 3, 54, 7, 3, 33, 49, 23, 39, 49, 33, 19, 14, 28, 47, 33, 47, 24, 6, 26, 16, 29, 36, 58, 16, 14, 3, 37]",Sibling conflict,I am happy today!,"{'Entertainment': 62, 'Education': 98, 'Social Media': 120, 'Others': 151}",True,False,1,False
c119d174-5267-4ce2-984d-56f92b4f3d04,"[27, 59, 25, 60, 30, 18, 54, 47, 27, 51, 30, 0, 11, 40, 51, 15, 14, 48, 9, 9, 24, 15, 16, 6, 24, 57, 59, 42, 9, 17, 10, 5, 27, 45, 18, 14, 47, 26, 32, 56, 51, 29, 39, 24, 37, 11, 47, 4, 35, 60, 60, 3, 50, 28, 17, 32, 39, 58, 43, 20, 23, 7, 59, 45, 57, 54, 59, 3, 37, 28, 46, 56, 7, 38, 46, 46, 1, 4, 19, 57, 42, 31, 54, 3, 44, 7, 29, 43, 1, 35, 3, 26, 35, 58, 34, 22, 28, 23, 42, 49, 47, 21, 56, 33, 49, 39, 41, 20, 11, 27, 20, 40, 41, 0, 57, 41, 36, 55, 11, 19, 41, 4, 37, 36, 9, 48, 17, 45, 28, 9, 5, 24, 50, 23, 52, 2, 1, 56, 11, 46, 45, 17, 58, 8, 7, 48, 35, 41, 47, 18, 16, 38, 38, 30, 23, 36, 37, 20, 16, 47, 47, 51, 20, 15, 43, 13, 47, 17]",Sibling conflict,I'm bored and don't know what to do.,"{'Entertainment': 107, 'Education': 151, 'Social Media': 79, 'Others': 67}",True,True,4,False
7fdc2adb-f4da-47fc-b3ff-7e5523123f0b,"[21, 29, 50, 17, 54, 43, 29, 23, 5, 53, 12, 27, 8, 33, 10, 35, 37, 14, 50, 0, 50, 9, 8, 10, 19, 21, 43, 60, 59, 54, 11, 0, 48, 43, 44, 27, 38, 59, 17, 24, 27, 51, 53, 5, 28, 57, 31, 55, 31, 31, 54, 41, 49, 15, 48, 29, 51, 32, 26, 24, 1, 36, 49, 9, 21, 34, 11, 28, 54, 30, 55, 50, 47, 9, 36, 7, 34, 59, 39, 40, 27, 60, 18, 24, 27, 4, 14, 32, 49, 55, 8, 10, 3, 24, 49, 8, 3, 12, 22, 42, 52, 11, 54, 58, 52, 27, 28, 55, 5, 15, 7, 40, 44, 18, 2, 24, 42, 20, 38, 19, 42, 36, 58, 48, 54, 37, 28, 24, 24, 1, 22, 39, 18, 54, 52, 51, 56, 52, 36, 15, 22, 22, 25, 20, 6, 23, 29, 39, 12, 19, 11, 52, 0, 41, 53, 30, 30, 19, 26, 19, 47, 42, 17, 2, 15, 0, 47, 35]",Boredom,I'm bored and don't know what to do.,"{'Entertainment': 108, 'Education': 160, 'Social Media': 171, 'Others': 175}",False,True,5,True
965f287a-b014-4966-aa8f-af6d1f113345,"[43, 5, 17, 32, 56, 35, 57, 37, 23, 15, 16, 13, 12, 10, 58, 25, 59, 58, 7, 19, 27, 46, 29, 45, 29, 27, 58, 48, 52, 40, 1, 34, 20, 28, 43, 16, 11, 41, 49, 57, 11, 60, 4, 16, 45, 56, 42, 0, 15, 57, 47, 48, 51, 14, 42, 55, 54, 41, 24, 11, 16, 52, 33, 10, 4, 28, 23, 30, 46, 5, 56, 50, 2, 7, 34, 42, 33, 54, 14, 21, 12, 57, 24, 55, 57, 10, 12, 34, 6, 30, 22, 58, 17, 0, 37, 40, 11, 46, 59, 19, 47, 54, 13, 30, 31, 19, 20, 14, 52, 22, 6, 58, 22, 13, 57, 9, 24, 17, 1, 6, 24, 39, 35, 58, 47, 56, 1, 22, 1, 0, 3, 18, 20, 6, 1, 26, 35, 6, 9, 15, 19, 58, 56, 50, 33, 49, 44, 16, 46, 11, 14, 45, 37, 13, 41, 50, 14, 32, 23, 38, 0, 44, 39, 60, 35, 14, 54, 49]",Fight with friend,Feeling sad because I argued with my friend.,"{'Entertainment': 97, 'Education': 111, 'Social Media': 115, 'Others': 52}",True,False,0,False
3fab155b-6f23-438e-9eee-360788c26f7b,"[9, 15, 56, 57, 2, 42, 0, 57, 15, 6, 14, 31, 18, 10, 14, 37, 55, 1, 2, 43, 42, 7, 43, 34, 38, 54, 37, 57, 11, 16, 44, 54, 56, 31, 48, 30, 1, 12, 13, 54, 13, 27, 22, 60, 58, 1, 34, 60, 32, 31, 48, 7, 42, 30, 57, 34, 19, 46, 2, 37, 53, 9, 25, 41, 38, 4, 25, 51, 41, 55, 21, 23, 40, 34, 13, 44, 35, 33, 45, 21, 8, 46, 13, 57, 21, 23, 20, 15, 36, 48, 31, 1, 48, 48, 42, 15, 31, 41, 4, 46, 3, 35, 37, 4, 19, 25, 49, 4, 1, 50, 56, 25, 21, 20, 19, 0, 40, 47, 38, 26, 22, 56, 46, 2, 36, 13, 34, 8, 50, 26, 22, 35, 34, 11, 28, 40, 13, 35, 46, 18, 18, 26, 37, 13, 38, 28, 8, 44, 42, 22, 50, 39, 28, 37, 19, 31, 30, 6, 34, 49, 26, 38, 32, 57, 31, 10, 51, 9]",Fight with friend,I feel stressed after the test.,"{'Entertainment': 75, 'Education': 122, 'Social Media': 113, 'Others': 179}",False,True,5,False
abcb0b1b-3598-410b-8ad2-b4f9ac23f299,"[10, 29, 25, 21, 12, 16, 2, 53, 51, 15, 7, 52, 56, 27, 23, 60, 21, 31, 6, 60, 19, 19, 23, 59, 7, 14, 21, 7, 35, 24, 7, 2, 12, 31, 13, 9, 39, 14, 7, 55, 7, 34, 26, 10, 50, 46, 47, 28, 55, 30, 60, 4, 13, 13, 34, 15, 21, 57, 19, 46, 4, 3, 55, 33, 2, 45, 35, 35, 59, 6, 54, 19, 22, 49, 60, 1, 40, 18, 11, 24, 29, 29, 5, 34, 5, 30, 54, 33, 29, 5, 31, 38, 23, 16, 10, 43, 12, 19, 11, 9, 6, 2, 42, 50, 16, 17, 14, 8, 1, 25, 6, 38, 28, 35, 36, 43, 43, 29, 10, 55, 49, 7, 25, 9, 52, 46, 28, 37, 60, 60, 48, 43, 7, 45, 41, 7, 19, 51, 37, 4, 22, 36, 16, 22, 51, 51, 24, 30, 48, 1, 28, 24, 38, 48, 16, 12, 4, 5, 3, 30, 10, 3, 51, 16, 46, 17, 16, 51]",Parental warning,Angry at my sibling.,"{'Entertainment': 123, 'Education': 143, 'Social Media': 170, 'Others': 71}",False,False,1,True
4fea98df-329f-4042-a914-5facc3920e4b,"[39, 55, 13, 5, 28, 45, 13, 51, 5, 25, 25, 52, 36, 14, 11, 22, 23, 48, 27, 28, 38, 32, 60, 57, 35, 11, 57, 20, 53, 13, 18, 55, 8, 7, 5, 46, 2, 51, 21, 32, 41, 34, 20, 47, 47, 46, 4, 15, 54, 15, 51, 38, 24, 40, 11, 57, 29, 6, 20, 32, 36, 49, 53, 53, 13, 20, 36, 18, 24, 59, 36, 49, 14, 4, 45, 50, 22, 30, 6, 4, 46, 23, 0, 44, 28, 49, 19, 30, 28, 37, 50, 5, 25, 53, 9, 10, 18, 48, 53, 22, 10, 49, 8, 18, 30, 25, 1, 7, 36, 30, 60, 23, 22, 52, 34, 25, 40, 9, 10, 56, 31, 24, 40, 47, 12, 41, 44, 49, 5, 51, 18, 26, 20, 10, 19, 10, 8, 10, 14, 9, 59, 20, 37, 13, 26, 44, 55, 53, 0, 2, 36, 18, 34, 27, 28, 56, 40, 42, 11, 0, 49, 1, 3, 41, 50, 11, 60, 58]",Boredom,Excited for the weekend.,"{'Entertainment': 34, 'Education': 146, 'Social Media': 159, 'Others': 123}",True,True,4,True
d90a983b-7ebf-4bf7-a366-a3fe4ab5cbe5,"[54, 56, 42, 8, 34, 13, 29, 19, 34, 43, 29, 48, 32, 13, 9, 7, 48, 29, 60, 48, 30, 20, 26, 21, 48, 24, 15, 24, 4, 27, 2, 40, 28, 41, 2, 25, 7, 21, 31, 32, 19, 21, 39, 3, 35, 44, 42, 49, 60, 44, 39, 35, 34, 34, 47, 24, 10, 12, 41, 45, 56, 19, 20, 30, 36, 22, 12, 15, 8, 49, 23, 30, 9, 3, 2, 39, 20, 60, 56, 56, 34, 42, 44, 3, 22, 8, 48, 57, 31, 36, 2, 57, 36, 4, 10, 35, 23, 8, 3, 16, 59, 29, 37, 16, 55, 57, 24, 19, 55, 28, 23, 56, 17, 6, 44, 60, 32, 49, 52, 37, 49, 48, 24, 13, 56, 55, 33, 7, 52, 12, 1, 14, 37, 16, 44, 26, 46, 43, 33, 12, 51, 15, 20, 51, 42, 59, 17, 41, 57, 22, 16, 14, 19, 57, 48, 43, 28, 24, 23, 12, 2, 11, 34, 39, 45, 10, 24, 33]",Sibling conflict,I'm bored and don't know what to do.,"{'Entertainment': 113, 'Education': 177, 'Social Media': 138, 'Others': 152}",False,False,3,True
526ca494-6e93-4dd4-81aa-a7f5c1c52897,"[27, 42, 54, 52, 38, 9, 43, 22, 42, 23, 10, 15, 48, 50, 31, 31, 30, 33, 39, 37, 57, 38, 38, 32, 43, 1, 52, 27, 48, 57, 14, 21, 16, 38, 42, 16, 30, 15, 50, 44, 37, 30, 42, 31, 48, 18, 16, 31, 22, 21, 24, 26, 58, 44, 32, 15, 42, 14, 11, 36, 50, 3, 55, 43, 21, 47, 1, 39, 0, 30, 29, 36, 3, 5, 29, 60, 31, 53, 32, 21, 14, 3, 50, 16, 57, 32, 15, 17, 28, 19, 59, 19, 16, 37, 37, 40, 7, 23, 20, 40, 41, 44, 50, 27, 34, 12, 34, 60, 24, 34, 8, 17, 21, 28, 15, 9, 60, 25, 26, 32, 4, 35, 14, 35, 11, 29, 6, 11, 18, 39, 42, 52, 54, 0, 17, 56, 43, 44, 37, 34, 24, 36, 15, 38, 11, 11, 34, 42, 11, 48, 54, 27, 29, 18, 60, 17, 3, 30, 1, 25, 34, 41, 43, 26, 17, 31, 19, 19]",None,Excited for the weekend.,"{'Entertainment': 139, 'Education': 146, 'Social Media': 128, 'Others': 88}",False,True,0,False
